trade_id,year,region1,region2,industry1,industry2,amount
5194,2022,IN,IN,FOUND,PREC1,987.48
5757,2022,IN,IN,HOTEL,AIRTR,982.49
3264,2022,IN,IN,DISTR,TRAN1,980.49
1528,2022,IN,IN,BUSIN,WHOLE,976.71
5132,2022,IN,IN,FOUND,COPP1,975.00
2270,2022,IN,IN,COKIN,COKEO,971.14
13237,2022,IN,IN,WHOLE,GASDI,967.89
4654,2022,IN,IN,FINAN,PADDY,967.78
10481,2022,IN,IN,RAILW,COPP1,958.46
13307,2022,IN,IN,WHOLE,SUGA1,958.16
5377,2022,IN,IN,GASDI,CEMEN,954.78
8484,2022,IN,IN,NONME,NONME,954.00
1506,2022,IN,IN,BUSIN,RESEA,952.80
11152,2022,IN,IN,RETA1,TOBAC,948.92
4616,2022,IN,IN,FINAN,GASDI,948.47
1625,2022,IN,IN,CEMEN,CEMEN,945.74
13203,2022,IN,IN,WHOLE,CERAM,943.83
2000,2022,IN,IN,CHEM1,NFERT,943.83
12894,2022,IN,IN,VEGET,CHEM1,943.11
9677,2022,IN,IN,PREC1,PREC1,942.72
5725,2022,IN,IN,HEALT,PUBLI,937.83
1626,2022,IN,IN,CEMEN,CERAM,937.37
5478,2022,IN,IN,GASDI,TEXTI,935.43
11657,2022,IN,IN,SEACO,CONST,933.07
3455,2022,IN,IN,ELEC1,PROCE,930.52
13309,2022,IN,IN,WHOLE,SUPPO,927.17
10534,2022,IN,IN,RAILW,PADDY,924.77
9526,2022,IN,IN,POSTT,PRINT,919.39
13289,2022,IN,IN,WHOLE,PUBLI,917.87
3182,2022,IN,IN,DISTR,EDUCA,917.63
13185,2022,IN,IN,WHOLE,AIRTR,916.13
6317,2022,IN,IN,KEROS,PROCE,911.11
11117,2022,IN,IN,RETA1,PAPER,909.11
4553,2022,IN,IN,FABRI,TRANS,908.46
4595,2022,IN,IN,FINAN,CRUDE,902.20
2036,2022,IN,IN,CHEM1,SEACO,895.66
1972,2022,IN,IN,CHEM1,GLASS,893.79
8722,2022,IN,IN,OILSE,PFERT,891.60
6379,2022,IN,IN,LANDT,COPP1,891.54
4658,2022,IN,IN,FINAN,PFERT,887.94
849,2022,IN,IN,BEVER,HOTEL,886.01
1670,2022,IN,IN,CEMEN,NONME,882.25
9833,2022,IN,IN,PRINT,POSTT,882.19
8077,2022,IN,IN,NATUR,COPP1,881.12
8947,2022,IN,IN,PAPER,WOODW,881.12
4585,2022,IN,IN,FINAN,CHEM1,880.04
6011,2022,IN,IN,INSUR,CONST,877.93
3295,2022,IN,IN,EDUCA,EDUCA,874.89
8550,2022,IN,IN,NONSP,GASDI,873.38
9771,2022,IN,IN,PRINT,EDUCA,870.31
4680,2022,IN,IN,FINAN,RUBBE,868.73
6354,2022,IN,IN,LANDT,ANIMA,865.19
2008,2022,IN,IN,CHEM1,PAPER,864.82
10544,2022,IN,IN,RAILW,PREC1,863.87
9409,2022,IN,IN,PLAST,RUBBE,862.17
9489,2022,IN,IN,POSTT,LANDT,861.92
5034,2022,IN,IN,FORES,FORES,858.85
5800,2022,IN,IN,HOTEL,FINAN,857.65
1450,2022,IN,IN,BUSIN,HOTEL,854.84
2744,2022,IN,IN,CROPS,CONST,854.09
12229,2022,IN,IN,SUPPO,PFERT,848.33
